NC,DM,NS,ADD,SUB,CA,Label,NP,SN,AF,BC,AS,PF
944.9942692739742,2340.236549482626,13,26,45,23,1,1642.6154093783,-1395.2422802086517,26.75,12.5,-19,0.0162850049057485
1293.9237851426767,2353.8915526123137,13,34,28,19,1,1823.9076688774956,-1059.967767469637,23.5,12.0,6,0.0128844241410805
951.828983103164,1571.4967419163008,10,47,37,13,1,1261.6628625097323,-619.667758813137,28.25,23.0,10,0.0223910846862702
1422.51197117692,3036.6986706443126,14,31,39,22,1,2229.605320910616,-1614.1866994673926,26.5,13.0,-8,0.011885511642556
1091.473072962091,2053.0624452814664,6,16,20,7,1,1572.267759121779,-961.5893723193752,12.25,11.0,-4,0.0077912937722736
947.6296334281964,2814.205450627481,16,11,25,17,1,1880.9175420278389,-1866.5758171992848,17.25,1.0,-14,0.0091710559418747
950.1137313713432,3441.4570995752,6,31,16,8,1,2195.785415473272,-2491.3433682038567,15.25,15.5,15,0.0069451230946928
1123.0714142193424,2637.484618893926,5,27,14,6,1,1880.2780165566344,-1514.4132046745835,13.0,14.5,13,0.0069138711858154
1224.9252247519512,3166.6650933706283,4,19,15,3,1,2195.7951590612897,-1941.739868618677,10.25,14.0,4,0.0046680128415882
1639.193549951518,1931.113326394318,5,35,28,22,1,1785.153438172918,-291.9197764428,22.5,9.5,7,0.0126039585835354
1048.0400186155082,2632.6360352815595,5,30,14,8,1,1840.3380269485335,-1584.5960166660514,14.25,14.0,16,0.0077431427223292
859.330449199846,2402.4658724197207,14,35,41,21,1,1630.8981608097831,-1543.1354232198746,27.75,17.0,-6,0.0170151642002002
1233.927296723616,1840.775761503458,6,37,37,25,1,1537.3515291135368,-606.8484647798421,26.25,12.0,0,0.0170748195860702
1759.4223897058828,3300.0747877839062,7,9,8,12,1,2529.7485887448947,-1540.6523980780237,9.0,-3.5,1,0.0035576657854611
1759.4223897058828,3395.060259047684,12,18,29,21,1,2577.2413243767837,-1635.637869341801,20.0,2.5,-11,0.0077602356484131
1072.1312542816954,2100.4128488386987,13,21,40,15,1,1586.272051560197,-1028.2815945570032,22.25,15.5,-19,0.0140265977567351
1102.5755528902805,3390.507331221811,11,36,39,13,1,2246.541442056045,-2287.931778331531,26.5,17.5,-3,0.0117959097054249
1759.4223897058828,4345.9423076923085,4,7,25,8,1,3052.682348699096,-2586.5199179864258,5.25,-3.5,5,0.0017197989834204
874.5611120551293,1724.8329580832385,14,27,24,6,1,1299.6970350691838,-850.2718460281089,17.75,19.5,3,0.0136570289236995
1759.4223897058828,2898.2499166970742,4,27,23,7,1,2328.8361532014787,-1138.8275269911917,15.25,18.0,4,0.0065483353043231
1759.4223897058828,4016.956770656541,9,23,8,8,1,2888.189580181212,-2257.5343809506576,12.0,7.5,15,0.0041548519121943
1692.4682273521012,4345.9423076923085,10,10,35,14,1,3019.205267522205,-2653.474080340208,17.25,8.5,-25,0.0057134240541885
1138.144943303008,1699.3628864335997,9,37,36,22,1,1418.7539148683038,-561.2179431305917,26.0,14.5,1,0.0183259406212071
1334.4068934587478,3833.977942131121,4,22,19,21,1,2584.1924177949345,-2499.571048672373,16.5,-0.5,3,0.006384973458777
1227.8774987413751,1823.8781037624788,12,26,25,20,1,1525.877801251927,-596.0006050211036,20.75,5.5,1,0.0135987298478041
1269.7273412064317,2347.063708124708,8,31,36,13,1,1808.3955246655696,-1077.336366918276,21.75,21.5,-5,0.0120272361346449
1695.0533853806453,2957.1100013469304,13,8,13,14,1,2326.081693363788,-1262.056615966285,12.0,-3.5,-5,0.0051588901775162
1199.6412213588217,2805.3490685514507,15,27,27,17,1,2002.4951449551363,-1605.707847192629,21.5,10.0,0,0.0107366053067114
1368.723818042148,3644.10558278345,10,17,28,19,1,2506.414700412799,-2275.3817647413016,18.5,3.5,-11,0.0073810610817697
1352.9224288304872,1871.2419236524631,13,34,28,21,1,1612.0821762414753,-518.3194948219759,24.0,10.0,6,0.014887578532715
1751.1890443963766,3481.459262120431,4,13,9,4,1,2616.324153258404,-1730.2702177240544,7.5,7.0,4,0.0028666172693687
729.5804915468075,1854.427359394915,3,34,37,10,1,1292.003925470861,-1124.8468678481072,21.0,25.5,-3,0.0162538205852048
1207.8134525430808,2602.044930534965,7,15,29,13,1,1904.929191539023,-1394.231477991884,15.0,13.0,-14,0.0078743084344638
1286.3686725761934,1571.1990033921802,8,34,36,16,1,1428.783837984187,-284.8303308159868,23.5,19.0,-2,0.0164475544692182
1032.2371721992336,2125.065509239186,15,35,34,20,1,1578.65134071921,-1092.8283370399529,26.0,14.5,1,0.016469754485584
828.3144156001836,2760.1825676536027,12,42,36,10,1,1794.2484916268932,-1931.8681520534192,25.0,29.0,6,0.0139334100692585
898.2819032834689,2973.977445459978,12,34,35,20,1,1936.1296743717237,-2075.6955421765088,25.25,14.5,-1,0.0130414818460858
1759.4223897058828,3265.1479885030767,5,3,2,13,1,2512.28518910448,-1505.725598797194,4.75,-6.5,1,0.0018907089133822
925.395679939889,1890.3213973589432,12,46,15,24,1,1407.858538649416,-964.9257174190542,24.25,6.5,31,0.017224741928437
840.9521744983633,1742.0735070027574,11,44,27,9,1,1291.5128407505604,-901.121332504394,22.75,26.5,17,0.0176150010144392
1048.0824943598857,2420.5401741203477,3,31,21,13,1,1734.3113342401166,-1372.4576797604616,17.0,13.0,10,0.0098021616213669
1759.4223897058828,3322.197349884528,3,17,3,13,1,2540.809869795205,-1562.7749601786454,9.25,-4.0,14,0.0036405715004334
1113.7665890639066,3499.418700470192,15,24,20,4,1,2306.592644767049,-2385.6521114062853,15.75,18.0,4,0.0068282538036029
1155.4870838745103,3307.5640478292366,6,33,27,13,1,2231.5255658518736,-2152.076963954726,21.5,10.0,6,0.0096346644327074
1145.6382263495495,2111.090305876519,16,48,26,14,1,1628.3642661130343,-965.4520795269692,26.0,23.0,22,0.0159669433560139
1002.731963689637,2035.1327767386424,13,28,27,21,1,1518.9323702141398,-1032.4008130490056,22.25,6.5,1,0.0146484467882191
