NC,DM,NS,ADD,SUB,CA,Label,NP,SN,AF,BC,AS,PF
1506.214559309751,3466.6203597547565,4,29,10,22,1,2486.417459532254,-1960.4058004450055,16.25,-2.5,19,0.0065355075181343135
1009.203295714435,1718.4578168770338,8,13,24,3,1,1363.8305562957344,-709.2545211625988,12.0,15.5,-11,0.008798746988470545
772.4226696645429,3180.6841999239323,13,37,33,26,1,1976.5534347942375,-2408.2615302593895,27.25,9.0,4,0.013786624495088839
1663.9632231894948,3418.910831873375,6,17,24,10,1,2541.437027531435,-1754.9476086838804,14.25,10.5,-7,0.005607063974288513
1056.2690389212037,1733.6922321009577,9,45,31,23,1,1394.9806355110807,-677.423193179754,27.0,15.0,14,0.0193551073847621
977.8743180931797,3322.6254941085076,8,28,27,2,1,2150.249906100844,-2344.751176015328,16.25,25.5,1,0.007557261113643941
1017.3900470149983,1512.4083880029496,4,19,7,4,1,1264.8992175089738,-495.0183409879512,8.5,9.0,12,0.006719902963283299
1303.1766590536251,1664.125325683974,13,28,3,5,1,1483.6509923687995,-360.94866663034895,12.25,10.5,25,0.008256658784983774
703.4475860063341,1646.9541270547927,15,48,36,24,1,1175.2008565305634,-943.5065410484586,30.75,18.0,12,0.026165739949130237
1000.5897814064006,1927.9605915151205,11,38,38,11,1,1464.2751864607606,-927.37081010872,24.5,27.0,0,0.016731827614453545
1169.3571297848935,2873.850469174476,8,14,12,7,1,2021.6037994796848,-1704.4933393895826,10.25,6.0,2,0.00507023186374751
1035.526007463463,2575.310766547047,16,34,44,24,1,1805.418387005255,-1539.784759083584,29.5,15.0,-10,0.01633970287015682
1344.640833966721,4196.930354411323,9,17,8,17,1,2770.785594189022,-2852.2895204446017,12.75,-4.5,9,0.004601583040829683
1758.8444612345277,2020.378540687836,7,20,36,14,1,1889.6115009611817,-261.5340794533083,19.25,14.0,-16,0.010187279231841035
648.4461752856048,1600.5768187206686,13,45,31,25,1,1124.5114970031368,-952.1306434350638,28.5,13.0,14,0.025344338475798756
1571.8222014550736,3732.5005818090735,7,35,30,9,1,2652.1613916320734,-2160.678380354,20.25,23.5,5,0.0076352819492372685
1175.1321355629934,1587.908729634062,15,42,34,13,1,1381.5204325985278,-412.77659407106853,28.75,14.0,8,0.02081040520399888
1003.9126239810957,3882.036135296201,8,41,12,13,1,2442.9743796386483,-2878.123511315105,17.0,19.5,29,0.006958730366426352
1759.4223897058828,4245.667628739777,5,14,22,6,1,3002.54500922283,-2486.245239033894,11.75,12.0,-8,0.003913346832072111
1230.155270685821,2496.549656085598,13,38,7,14,1,1863.3524633857096,-1266.394385399777,18.0,8.5,31,0.009660008159317512
849.2059539898457,2078.126610556575,10,36,41,14,1,1463.6662822732105,-1228.9206565667293,25.25,24.5,-5,0.01725120015798078
1743.6639689827525,1686.1685775797844,8,39,33,11,1,1714.9162732812683,57.49539140296815,22.75,25.0,6,0.013265953769543268
1078.8414134942257,2117.6720508604444,15,30,17,21,1,1598.256732177335,-1038.8306373662188,20.75,2.5,13,0.012982895414880503
859.793825253884,2243.2493104883506,16,39,20,14,1,1551.5215678711174,-1383.4554852344666,22.25,15.5,19,0.014340761005672293
1090.9197035607617,2648.278779837561,9,30,11,19,1,1869.5992416991614,-1557.3590762767994,17.25,1.5,19,0.009226576271133557
1303.0468787868963,3359.6986740786324,3,16,25,3,1,2331.372776432764,-2056.651795291736,11.75,17.5,-9,0.005039949045803669
1421.3686756877828,3896.8831514057183,6,12,17,7,1,2659.125913546751,-2475.5144757179355,10.5,7.5,-5,0.003948665968205739
1182.54059221938,2026.611684980611,7,30,31,14,1,1604.5761385999954,-844.0710927612311,20.5,16.5,-1,0.012775959648679325
879.3501981269476,2804.4481941153294,7,11,14,5,1,1841.8991961211386,-1925.0979959883819,9.25,7.5,-3,0.005021990356190275
1614.3880474524944,3393.9150367002744,3,4,5,7,1,2504.1515420763844,-1779.52698924778,4.75,-2.5,-1,0.0018968500588664508
919.898901883799,1978.7682678338954,13,30,24,13,1,1449.3335848588472,-1058.8693659500964,24.0,19.0,-8,0.01655933475268279
1684.8760019183485,3493.797049625012,9,23,28,18,1,2589.33652577168,-1808.9210477066633,19.5,7.5,-5,0.007530886698545696
673.9395824476333,1484.34146341463,18,50,28,21,1,1079.1405229311317,-810.4018809669967,29.25,18.0,22,0.0271049037436986
1689.5348749334012,4345.9423076923085,4,12,19,13,1,3017.7385913128546,-2656.4074327589074,11.0,6.5,-7,0.0036451136064806896
961.0158133383562,2017.9548788948487,8,26,42,9,1,1489.4853461166024,-1056.9390655564926,21.25,25.0,-16,0.014266672750684588
1722.0897057263483,4128.708683567841,5,27,10,9,1,2925.3991946470946,-2406.618977841493,12.75,9.5,17,0.00435837954126932
1387.341542948881,3392.284306150324,12,16,12,8,1,2389.8129245496025,-2004.942763201443,12.0,6.0,4,0.005021313541626513
864.6960092752688,1935.776728217331,5,11,16,8,1,1400.2363687462998,-1071.0807189420623,10.0,5.5,-5,0.0071416513834348895
873.3936557436982,1484.34146341463,15,44,24,23,1,1178.8675595791642,-610.9478076709318,26.5,11.0,20,0.022479200300869737
1507.9016230217462,2786.222311521867,4,34,33,17,1,2147.0619672718067,-1278.320688500121,22.0,16.5,1,0.0102465603393573
1156.3220885988408,2311.1143174186564,14,18,24,22,1,1733.7182030087486,-1154.7922288198156,21.0,2.0,-12,0.012112695110164867
738.7681978630716,2198.781902564172,17,39,16,13,1,1468.7750502136219,-1460.0137047011003,21.25,14.5,23,0.014467838350668392
646.98781608026,1752.0459250540227,8,43,17,5,1,1199.5168705671413,-1105.0581089737627,18.25,25.0,26,0.015214458794027663
1116.7857044210193,2698.76923076923,15,36,39,13,1,1596.085804477183,-958.6002001123277,27.75,16.5,-3,0.017386283320195595
1533.0840985880516,2973.072078457418,13,22,38,21,1,2253.0780885227346,-1439.9879798693662,23.5,9.0,-16,0.010430175553923081
1757.702871157562,3085.9212126884677,10,43,27,20,1,2421.812041923015,-1328.2183415309057,25.0,15.0,16,0.010322848993738871
982.6215263301323,2272.5748833677353,16,27,25,14,1,1627.5982048489338,-1289.953357037603,20.5,12.0,2,0.012595246135633406
1014.7128695955164,3333.0751882065565,3,34,22,14,1,2173.8940289010366,-2318.36231861104,18.25,14.0,12,0.00839507342923127
1134.5995780370931,2488.47136030408,12,18,18,18,1,1811.5354691705866,-1353.8717822669869,16.5,0.0,0,0.009108295300199357
1656.567284785355,4031.876445626349,3,13,14,9,1,2844.221865205852,-2375.309160840994,9.75,4.5,-1,0.003428002617964162
1043.958164051762,2837.575346601893,12,22,19,21,1,1940.7667553268275,-1793.6171825501312,18.5,-0.5,3,0.009532314972530043
685.737384487611,2812.828779031343,12,48,23,11,1,1749.283081759477,-2127.091394543732,23.5,24.5,25,0.013434074933343332
1116.1396267476812,2362.1649674408172,15,42,43,27,1,1739.1522970942492,-1246.025340693136,31.75,15.5,-1,0.018256020506673964
1224.4621423337346,2018.5611787884607,10,28,28,14,1,1621.5116605610976,-794.099036454726,20.0,14.0,0,0.012334169704994284
