NC,DM,NS,ADD,SUB,CA,Label,NP,SN,AF,BC,AS,PF
938.4489741404432,2034.1184678307077,17,40.0,27,30.0,1,1486.2837209855752,-1095.6694936902643,28.5,3.5,13,0.0191753429022838
1248.6853144373426,3253.404476210737,8,28.0,23,2.0,1,2251.04489532404,-2004.7191617733945,15.25,23.5,5,0.0067746316529142
1344.0891249638164,3142.11622258876,18,13.0,7,16.0,1,2243.102673776288,-1798.0270976249433,13.5,-6.0,6,0.0060184494262434
1103.484895254774,2120.054229294626,17,42.0,40,12.0,1,1611.7695622747,-1016.569334039852,27.75,29.0,2,0.0172171014079823
1374.0699088104573,3395.380771637968,12,26.0,19,10.0,1,2384.7253402242127,-2021.3108628275104,16.75,12.5,7,0.0070238696748272
653.555588186921,1810.9953342196088,20,53.0,32,34.0,1,1232.275461203265,-1157.4397460326877,34.75,8.5,21,0.0281998636620093
1001.5397621598088,2149.470554806789,8,23.0,28,16.0,1,1575.5051584832988,-1147.9307926469803,18.75,9.5,-5,0.0119009448487228
533.254901960784,1926.95646269277,24,32.0,40,16.0,1,1230.105682326777,-1393.701560731986,28.0,20.0,-8,0.022762271894407
914.8252524005989,1534.744553286581,13,41.0,21,14.5,1,1224.78490284359,-619.9193008859825,23.25,13.0,20,0.0189829250393284
1822.7571907410932,4902.437110879335,7,8.0,18,3.0,1,3362.597150810214,-3079.6799201382414,9.0,10.0,-10,0.0026765025949744
1065.091868765395,1967.5820143387627,4,37.0,31,14.5,1,1516.3369415520788,-902.4901455733676,23.25,13.0,6,0.0153330037426817
807.9589592116359,1559.634475450971,24,34.0,32,22.0,1,1183.7967173313034,-751.675516239335,28.0,11.0,2,0.0236527096164772
1315.5134882473033,4123.291458920127,7,29.0,3,5.0,1,2719.402473583715,-2807.7779706728243,11.0,11.0,26,0.0040450062492955
1146.0483301754791,1448.3499559874344,15,54.0,56,22.0,1,1297.199143081457,-302.3016258119553,36.75,33.0,-2,0.0283302684834289
855.1315263365307,2060.538757441188,21,41.0,56,15.0,1,1457.8351418888592,-1205.4072311046573,33.25,33.5,-15,0.0228077915290864
695.5571581275583,1519.934995318754,24,52.0,38,14.5,1,1107.746076723156,-824.3778371911956,36.5,13.0,14,0.0329497894571094
747.4502004602487,2584.162372367072,11,24.0,9,2.0,1,1665.8062864136602,-1836.7121719068232,11.5,14.5,15,0.0069035638139844
